frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
10,0.5,0,alert,alert,0.929472,0.929472,0.000208,0.0,0.014484,0.055836,0.072162,0.952518,0.0,0.226834,0.226834,0.226834,0.0,0.0,0.0,False,False,False,0.0,False,False,52.655
11,0.55,0,alert,alert,0.902721,0.902721,0.000215,0.0,0.012126,0.084937,0.048439,0.953945,0.0,0.211195,0.211195,0.211195,0.0,0.0,0.0,False,False,False,0.0,False,False,36.294
12,0.6,0,alert,alert,0.875364,0.875364,0.000218,0.0,0.010464,0.113954,0.041344,0.953751,0.0,0.197507,0.197507,0.197507,0.0,0.0,0.0,False,False,False,0.0,False,False,43.895
13,0.65,0,alert,alert,0.867776,0.867776,0.0002,0.0,0.007883,0.124141,0.038812,0.953464,0.0,0.185676,0.185676,0.185676,0.0,0.0,0.0,False,False,False,0.0,False,False,36.596
14,0.7,0,alert,alert,0.895041,0.895041,0.000174,0.0,0.006063,0.098722,0.03968,0.953137,0.0,0.17555,0.17555,0.17555,0.0,0.0,0.0,False,False,False,0.0,False,False,37.799
15,0.75,0,alert,alert,0.907992,0.907992,0.000159,0.0,0.004101,0.087748,0.044234,0.95124,0.0,0.167048,0.167048,0.167048,0.0,0.0,0.0,False,False,False,0.0,False,False,45.482
16,0.8,0,alert,alert,0.900872,0.900872,0.000161,0.0,0.003853,0.095114,0.043601,0.950715,0.0,0.159546,0.159546,0.159546,0.0,0.0,0.0,False,False,False,0.0,False,False,36.91
17,0.85,0,alert,alert,0.908371,0.908371,0.000154,0.0,0.003765,0.08771,0.04097,0.951672,0.0,0.152747,0.152747,0.152747,0.0,0.0,0.0,False,False,False,0.0,False,False,36.968
18,0.9,0,alert,alert,0.935245,0.935245,0.00014,0.0,0.003524,0.061092,0.040967,0.951841,0.0,0.146683,0.146683,0.146683,0.0,0.0,0.0,False,False,False,0.0,False,False,36.729
19,0.95,0,alert,alert,0.948617,0.948617,0.000133,0.0,0.003522,0.047729,0.043403,0.950832,0.0,0.141374,0.141374,0.141374,0.0,0.0,0.0,False,False,False,0.0,False,False,36.839
20,1.0,0,alert,alert,0.945559,0.945559,0.000142,0.0,0.004197,0.050102,0.044206,0.95078,0.0,0.136624,0.136624,0.136624,0.0,0.0,0.0,False,False,False,0.0,False,False,45.403
21,1.05,0,alert,alert,0.935705,0.935705,0.000154,0.0,0.005072,0.059069,0.050816,0.949972,0.0,0.132628,0.132628,0.132628,0.0,0.0,0.0,False,False,False,0.0,False,False,36.852
22,1.1,0,alert,alert,0.91793,0.91793,0.000165,0.0,0.005573,0.076331,0.079083,0.945724,0.0,0.130256,0.130256,0.130256,0.0,0.0,0.0,False,False,False,0.0,False,False,36.851
23,1.15,0,alert,alert,0.877137,0.877137,0.000177,0.0,0.004785,0.1179,0.170723,0.92865,0.0,0.131943,0.131943,0.131943,0.0,0.0,0.0,False,False,False,1.0,False,False,36.608
24,1.2,0,alert,alert,0.835079,0.835079,0.000188,0.0,0.004144,0.160589,0.098788,0.942258,0.0,0.130597,0.130597,0.130597,0.0,0.0,0.0,False,False,False,1.0,False,False,36.667
25,1.25,0,alert,alert,0.839388,0.839388,0.000186,0.0,0.003539,0.156887,0.16029,0.939947,0.0,0.131753,0.131753,0.131753,0.0,0.0,0.0,False,False,False,1.0,False,False,45.557
26,1.3,0,alert,alert,0.886939,0.886939,0.000166,0.0,0.002911,0.109985,0.278424,0.92827,0.0,0.137181,0.137181,0.137181,0.0,0.0,0.0,False,False,False,1.0,False,False,36.643
27,1.35,0,alert,alert,0.91392,0.91392,0.00015,0.0,0.0023,0.08363,0.377397,0.909822,0.0,0.145588,0.145588,0.145588,0.0,0.0,0.0,False,False,False,1.0,False,False,36.597
28,1.4,0,alert,alert,0.888683,0.888683,0.000164,0.0,0.001855,0.109298,0.423653,0.901397,0.0,0.154908,0.154908,0.154908,0.0,0.0,0.0,False,False,False,1.0,False,False,36.686
29,1.45,0,alert,alert,0.802511,0.802511,0.000207,0.0,0.001652,0.195629,0.41229,0.907687,0.0,0.163311,0.163311,0.163311,0.0,0.0,0.0,False,False,False,0.0,False,False,36.78
30,1.5,0,alert,alert,0.713961,0.713961,0.000226,0.0,0.001384,0.28443,0.445222,0.891066,0.0,0.172065,0.172065,0.172065,0.0,0.0,0.0,False,False,False,1.0,False,False,46.735
31,1.55,0,alert,alert,0.591085,0.591085,0.000239,0.0,0.001115,0.407561,0.469152,0.876788,0.0,0.180874,0.180874,0.180874,0.0,0.0,0.0,False,False,False,0.0,False,False,36.912
32,1.6,4,distraction,distracted,0.566479,0.432373,0.000245,0.0,0.000903,0.566479,0.463291,0.886735,0.0,0.189096,0.189096,0.189096,0.0,0.0,0.0,False,False,False,0.0,False,False,36.651
33,1.65,0,alert,alert,0.51272,0.51272,0.000246,0.0,0.000947,0.486087,0.461447,0.886673,0.0,0.196801,0.196801,0.196801,0.0,0.0,0.0,False,False,False,0.0,False,False,36.688
34,1.7,4,distraction,distracted,0.665457,0.333476,0.000239,0.0,0.000828,0.665457,0.488006,0.871351,0.0,0.204677,0.204677,0.204677,0.0,0.0,0.0,False,False,False,0.0,False,False,36.932
35,1.75,4,distraction,distracted,0.875875,0.123434,0.000208,0.0,0.000482,0.875875,0.536278,0.844999,0.0,0.213153,0.213153,0.213153,0.0,0.0,0.0,False,False,False,0.0,False,False,45.647
36,1.8,4,distraction,distracted,0.922291,0.077143,0.000199,0.0,0.000366,0.922291,0.576375,0.839269,0.0,0.222145,0.222145,0.222145,0.0,0.0,0.0,False,False,False,0.0,False,False,36.915
37,1.85,4,distraction,distracted,0.878116,0.121205,0.000242,0.0,0.000436,0.878116,0.594894,0.850969,0.0,0.231273,0.231273,0.231273,0.0,0.0,0.0,False,False,False,0.0,False,False,37.741
38,1.9,4,distraction,distracted,0.910961,0.088452,0.000213,0.0,0.000374,0.910961,0.578606,0.841466,0.0,0.239485,0.239485,0.239485,0.0,0.0,0.0,False,False,False,0.0,False,False,37.106
39,1.95,4,distraction,distracted,0.928915,0.070541,0.000211,0.0,0.000332,0.928915,0.617115,0.83795,0.0,0.248171,0.248171,0.248171,0.0,0.0,0.0,False,False,False,0.0,False,False,36.999
40,2.0,4,distraction,distracted,0.902689,0.096671,0.000244,0.0,0.000396,0.902689,0.557991,0.851427,0.0,0.255246,0.255246,0.255246,0.0,0.0,0.0,False,False,False,0.0,False,False,46.199
41,2.05,4,distraction,distracted,0.927288,0.07216,0.000213,0.0,0.000339,0.927288,0.521612,0.863354,0.0,0.261275,0.261275,0.261275,0.0,0.0,0.0,False,False,False,0.0,False,False,37.248
42,2.1,4,distraction,distracted,0.894961,0.104413,0.000243,0.0,0.000383,0.894961,0.532289,0.861328,0.0,0.26726,0.26726,0.26726,0.0,0.0,0.0,False,False,False,0.0,False,False,36.942
43,2.15,4,distraction,distracted,0.941097,0.058429,0.000202,0.0,0.000271,0.941097,0.50508,0.875414,0.0,0.27248,0.27248,0.27248,0.0,0.0,0.0,False,False,False,0.0,False,False,37.062
44,2.2,4,distraction,distracted,0.919984,0.079469,0.000232,0.0,0.000315,0.919984,0.469959,0.895232,0.0,0.276815,0.276815,0.276815,0.0,0.0,0.0,False,False,False,0.0,False,False,37.094
45,2.25,4,distraction,distracted,0.902809,0.096625,0.000235,0.0,0.000331,0.902809,0.4296,0.906458,0.0,0.280138,0.280138,0.280138,0.0,0.0,0.0,False,False,False,0.0,False,False,46.558
46,2.3,4,distraction,distracted,0.837253,0.162085,0.000264,0.0,0.000399,0.837253,0.341403,0.923743,0.0,0.281466,0.281466,0.281466,0.0,0.0,0.0,False,False,False,0.0,False,False,37.759
47,2.35,4,distraction,distracted,0.916143,0.083361,0.000209,0.0,0.000288,0.916143,0.343827,0.920666,0.0,0.282785,0.282785,0.282785,0.0,0.0,0.0,False,False,False,0.0,False,False,37.419
48,2.4,4,distraction,distracted,0.926223,0.073317,0.000199,0.0,0.000261,0.926223,0.332125,0.921668,0.0,0.283808,0.283808,0.283808,0.092045,0.092045,0.092045,False,False,False,0.0,False,False,38.048
49,2.45,4,distraction,distracted,0.943767,0.055823,0.000184,0.0,0.000226,0.943767,0.458913,0.8845,0.0,0.287225,0.287225,0.287225,0.099203,0.099203,0.099203,False,False,False,0.0,False,False,37.711
50,2.5,4,distraction,distracted,0.938083,0.061475,0.000197,0.0,0.000246,0.938083,0.51579,0.852887,0.0,0.291445,0.291445,0.291445,0.106895,0.106895,0.106895,False,False,False,0.0,False,False,46.115
51,2.55,4,distraction,distracted,0.881852,0.117576,0.000228,0.0,0.000344,0.881852,0.495487,0.876908,0.0,0.295247,0.295247,0.295247,0.114136,0.114136,0.114136,False,False,False,0.0,False,False,37.524
52,2.6,4,distraction,distracted,0.775461,0.223839,0.000253,0.0,0.000447,0.775461,0.500183,0.858248,0.0,0.298917,0.298917,0.298917,0.12105,0.12105,0.12105,False,False,False,0.0,False,False,37.634
53,2.65,4,distraction,distracted,0.839746,0.159657,0.000222,0.0,0.000375,0.839746,0.458206,0.8927,0.0,0.30183,0.30183,0.30183,0.127215,0.127215,0.127215,False,False,False,0.0,False,False,37.163
54,2.7,4,distraction,distracted,0.744731,0.254568,0.00025,0.0,0.000451,0.744731,0.364026,0.913685,0.0,0.302973,0.302973,0.302973,0.131566,0.131566,0.131566,False,False,False,0.0,False,False,37.346
55,2.75,4,distraction,distracted,0.76338,0.235951,0.000242,0.0,0.000427,0.76338,0.204326,0.937609,0.0,0.301148,0.301148,0.301148,0.129132,0.129132,0.129132,False,False,False,0.0,False,False,45.924
56,2.8,4,distraction,distracted,0.802321,0.197052,0.000229,0.0,0.000399,0.802321,0.225677,0.940397,0.0,0.299772,0.299772,0.299772,0.126779,0.126779,0.126779,False,False,False,0.0,False,False,36.621
57,2.85,4,distraction,distracted,0.900061,0.099457,0.000199,0.0,0.000283,0.900061,0.108651,0.95442,0.0,0.296302,0.296302,0.296302,0.124477,0.124477,0.124477,False,False,False,0.0,False,False,36.659
58,2.9,4,distraction,distracted,0.780344,0.218993,0.00026,0.0,0.000402,0.780344,0.073021,0.956408,0.0,0.292312,0.292312,0.292312,0.122252,0.122252,0.122252,False,False,False,0.0,False,False,36.909
59,2.95,4,distraction,distracted,0.828428,0.170976,0.000249,0.0,0.000347,0.828428,0.269061,0.930949,0.0,0.291914,0.291914,0.291914,0.120162,0.120162,0.120162,False,False,False,0.0,False,False,36.759
60,3.0,4,distraction,distracted,0.868542,0.130907,0.000243,0.0,0.000309,0.868542,0.409825,0.912659,0.0,0.293858,0.293858,0.293858,0.118181,0.118181,0.118181,False,False,False,0.0,False,False,45.823
61,3.05,4,distraction,distracted,0.769121,0.230179,0.000289,0.0,0.000412,0.769121,0.394039,0.920808,0.0,0.295497,0.295497,0.295497,0.116247,0.116247,0.116247,False,False,False,0.0,False,False,37.026
62,3.1,4,distraction,distracted,0.737366,0.26191,0.000281,0.0,0.000443,0.737366,0.260798,0.938905,0.0,0.294928,0.294928,0.294928,0.11434,0.11434,0.11434,False,False,False,0.0,False,False,36.767
63,3.15,4,distraction,distracted,0.619308,0.379862,0.000292,0.0,0.000538,0.619308,0.174718,0.946256,0.0,0.292972,0.292972,0.292972,0.11248,0.11248,0.11248,False,False,False,0.219604,False,False,37.149
64,3.2,0,alert,alert,0.609328,0.609328,0.00027,0.0,0.000666,0.389736,0.08437,0.954256,0.0,0.289605,0.289605,0.289605,0.110664,0.110664,0.110664,False,False,False,0.338623,False,False,36.846
65,3.25,4,distraction,distracted,0.555075,0.44402,0.00028,0.0,0.000625,0.555075,0.387827,0.900596,0.0,0.291079,0.291079,0.291079,0.109004,0.109004,0.109004,False,False,False,0.338623,False,False,45.621
66,3.3,4,distraction,distracted,0.641053,0.358092,0.000291,0.0,0.000564,0.641053,0.510603,0.868923,0.0,0.294211,0.294211,0.294211,0.107448,0.107448,0.107448,False,False,False,0.0,False,False,36.556
67,3.35,4,distraction,distracted,0.703167,0.296025,0.000303,0.0,0.000505,0.703167,0.556776,0.856502,0.0,0.297854,0.297854,0.297854,0.105958,0.105958,0.105958,False,False,False,0.0,False,False,36.128
68,3.4,4,distraction,distracted,0.648036,0.351102,0.00033,0.0,0.000532,0.648036,0.548815,0.86298,0.0,0.301313,0.301313,0.301313,0.104497,0.104497,0.104497,False,False,False,0.0,False,False,36.201
69,3.45,4,distraction,distracted,0.702669,0.296516,0.000333,0.0,0.000482,0.702669,0.539146,0.847241,0.0,0.304488,0.304488,0.304488,0.103102,0.103102,0.103102,False,False,False,0.0,False,False,36.441
70,3.5,4,distraction,distracted,0.689293,0.309863,0.000351,0.0,0.000493,0.689293,0.512595,0.86683,0.0,0.307293,0.307293,0.307293,0.101713,0.101713,0.101713,False,False,False,0.0,False,False,45.426
71,3.55,4,distraction,distracted,0.546354,0.452714,0.000353,0.0,0.000579,0.546354,0.508688,0.858426,0.0,0.309945,0.309945,0.309945,0.100373,0.100373,0.100373,False,False,False,0.0,False,False,37.125
72,3.6,4,distraction,distracted,0.669257,0.329879,0.000347,0.0,0.000517,0.669257,0.508704,0.856801,0.0,0.312524,0.312524,0.312524,0.099071,0.099071,0.099071,False,False,False,0.0,False,False,36.702
73,3.65,4,distraction,distracted,0.695521,0.303626,0.000359,0.0,0.000494,0.695521,0.496711,0.868299,0.0,0.314914,0.314914,0.314914,0.097785,0.097785,0.097785,False,False,False,0.0,False,False,36.537
74,3.7,4,distraction,distracted,0.817536,0.181726,0.000342,0.0,0.000395,0.817536,0.496232,0.86902,0.0,0.317239,0.317239,0.317239,0.096531,0.096531,0.096531,False,False,False,0.0,False,False,36.519
75,3.75,4,distraction,distracted,0.864933,0.134396,0.000323,0.0,0.000348,0.864933,0.480583,0.883049,0.0,0.31934,0.31934,0.31934,0.09529,0.09529,0.09529,False,False,False,0.0,False,False,45.661
76,3.8,4,distraction,distracted,0.802847,0.196388,0.000343,0.0,0.000422,0.802847,0.450298,0.89812,0.0,0.32103,0.32103,0.32103,0.09406,0.09406,0.09406,False,False,False,0.0,False,False,37.025
77,3.85,4,distraction,distracted,0.809575,0.189693,0.00032,0.0,0.000413,0.809575,0.40544,0.911957,0.0,0.322123,0.322123,0.322123,0.092842,0.092842,0.092842,False,False,False,0.0,False,False,37.55
78,3.9,4,distraction,distracted,0.853385,0.145943,0.000303,0.0,0.000369,0.853385,0.458587,0.897144,0.0,0.323838,0.323838,0.323838,0.091675,0.091675,0.091675,False,False,False,0.0,False,False,37.258
79,3.95,4,distraction,distracted,0.899179,0.100229,0.000283,0.0,0.000309,0.899179,0.455584,0.903622,0.0,0.325486,0.325486,0.325486,0.090529,0.090529,0.090529,False,False,False,0.0,False,False,37.55
80,4.0,4,distraction,distracted,0.924775,0.074692,0.000262,0.0,0.000271,0.924775,0.445105,0.906917,0.0,0.326968,0.326968,0.326968,0.089407,0.089407,0.089407,False,False,False,0.0,False,False,46.585
81,4.05,4,distraction,distracted,0.948065,0.051469,0.000239,0.0,0.000228,0.948065,0.361178,0.925676,0.0,0.327395,0.327395,0.327395,0.08829,0.08829,0.08829,False,False,False,0.0,False,False,37.514
82,4.1,4,distraction,distracted,0.934091,0.065392,0.000262,0.0,0.000255,0.934091,0.223973,0.942609,0.0,0.326096,0.326096,0.326096,0.087181,0.087181,0.087181,False,False,False,0.0,False,False,37.095
83,4.15,4,distraction,distracted,0.937113,0.062379,0.000261,0.0,0.000248,0.937113,0.348621,0.92152,0.0,0.32637,0.32637,0.32637,0.086124,0.086124,0.086124,False,False,False,0.0,False,False,37.378
84,4.2,4,distraction,distracted,0.918337,0.081098,0.000295,0.0,0.000271,0.918337,0.362835,0.92475,0.0,0.326808,0.326808,0.326808,0.085088,0.085088,0.085088,False,False,False,0.0,False,False,38.509
85,4.25,4,distraction,distracted,0.868427,0.130903,0.000337,0.0,0.000333,0.868427,0.32259,0.935144,0.0,0.326757,0.326757,0.326757,0.084066,0.084066,0.084066,False,False,False,0.0,False,False,46.46
86,4.3,4,distraction,distracted,0.875412,0.123958,0.000307,0.0,0.000323,0.875412,0.205946,0.94763,0.0,0.325304,0.325304,0.325304,0.083054,0.083054,0.083054,False,False,False,0.0,False,False,37.265
87,4.35,4,distraction,distracted,0.872136,0.127255,0.000289,0.0,0.000321,0.872136,0.150233,0.952125,0.0,0.323213,0.323213,0.323213,0.082062,0.082062,0.082062,False,False,False,0.0,False,False,37.987
88,4.4,4,distraction,distracted,0.816086,0.183222,0.000314,0.0,0.000378,0.816086,0.135193,0.949004,0.0,0.321002,0.321002,0.321002,0.081097,0.081097,0.081097,False,False,False,0.226929,False,False,36.883
89,4.45,4,distraction,distracted,0.692217,0.306965,0.000334,0.0,0.000484,0.692217,0.182533,0.940835,0.0,0.319405,0.319405,0.319405,0.080162,0.080162,0.080162,False,False,False,0.0,False,False,36.712
90,4.5,4,distraction,distracted,0.500618,0.498398,0.000324,0.0,0.000661,0.500618,0.110682,0.948331,0.0,0.317008,0.317008,0.317008,0.079241,0.079241,0.079241,False,False,False,0.0,False,False,45.434
91,4.55,0,alert,alert,0.553901,0.553901,0.000293,0.0,0.00072,0.445086,0.097024,0.948506,0.0,0.31451,0.31451,0.31451,0.078341,0.078341,0.078341,False,False,False,0.001709,False,False,37.446
92,4.6,0,alert,alert,0.689101,0.689101,0.00026,0.0,0.000856,0.309783,0.064142,0.950822,0.0,0.311691,0.311691,0.311691,0.07746,0.07746,0.07746,False,False,False,0.001709,False,False,37.097
93,4.65,0,alert,alert,0.791408,0.791408,0.000227,0.0,0.001026,0.20734,0.058495,0.951415,0.0,0.308871,0.308871,0.308871,0.076597,0.076597,0.076597,False,False,False,0.0,False,False,37.109
94,4.7,0,alert,alert,0.75874,0.75874,0.000223,0.0,0.00112,0.239917,0.079862,0.944872,0.0,0.306365,0.306365,0.306365,0.075759,0.075759,0.075759,False,False,False,0.0,False,False,36.868
95,4.75,0,alert,alert,0.583144,0.583144,0.000255,0.0,0.001045,0.415556,0.091948,0.944187,0.0,0.304046,0.304046,0.304046,0.074939,0.074939,0.074939,False,False,False,0.0,False,False,45.667
96,4.8,0,alert,alert,0.58799,0.58799,0.000249,0.0,0.001045,0.410717,0.083617,0.948907,0.0,0.301676,0.301676,0.301676,0.074134,0.074134,0.074134,False,False,False,0.0,False,False,37.126
97,4.85,0,alert,alert,0.683519,0.683519,0.00023,0.0,0.001073,0.315179,0.071073,0.95031,0.0,0.29922,0.29922,0.29922,0.073344,0.073344,0.073344,False,False,False,0.0,False,False,36.942
98,4.9,0,alert,alert,0.747233,0.747233,0.000214,0.0,0.001196,0.251357,0.188855,0.934083,0.0,0.298076,0.298076,0.298076,0.072584,0.072584,0.072584,False,False,False,0.0,False,False,36.24
99,4.95,0,alert,alert,0.559979,0.559979,0.000251,0.0,0.001154,0.438616,0.47568,0.870447,0.0,0.299775,0.299775,0.299775,0.07189,0.07189,0.07189,False,False,False,0.0,False,False,36.587
100,5.0,4,distraction,distracted,0.648206,0.350581,0.000322,0.0,0.000891,0.648206,0.553482,0.852713,0.0,0.30213,0.30213,0.30213,0.071222,0.071222,0.071222,False,False,False,0.0,False,False,45.422
101,5.05,4,distraction,distracted,0.888071,0.111137,0.000346,0.0,0.000447,0.888071,0.640699,0.859572,0.0,0.305268,0.305268,0.305268,0.070562,0.070562,0.070562,False,False,False,0.0,False,False,36.855
102,5.1,4,distraction,distracted,0.921472,0.077653,0.000485,0.0,0.00039,0.921472,0.729825,0.84506,0.0,0.309103,0.309103,0.309103,0.069925,0.069925,0.069925,False,False,False,0.0,False,False,36.379
103,5.15,4,distraction,distracted,0.944763,0.054152,0.000719,0.0,0.000367,0.944763,0.789565,0.816452,0.0,0.313259,0.313259,0.313259,0.06932,0.06932,0.06932,False,False,False,0.0,False,False,36.393
104,5.2,4,distraction,distracted,0.951035,0.047606,0.000974,0.0,0.000385,0.951035,0.764366,0.825536,0.0,0.317171,0.317171,0.317171,0.068719,0.068719,0.068719,False,False,False,0.0,False,False,36.565
105,5.25,4,distraction,distracted,0.951424,0.046946,0.001234,0.0,0.000395,0.951424,0.691652,0.852038,0.0,0.320492,0.320492,0.320492,0.068109,0.068109,0.068109,False,False,False,0.0,False,False,45.534
106,5.3,4,distraction,distracted,0.955664,0.043013,0.000971,0.0,0.000351,0.955664,0.528759,0.893682,0.0,0.322412,0.322412,0.322412,0.067481,0.067481,0.067481,False,False,False,0.0,False,False,36.568
107,5.35,4,distraction,distracted,0.959817,0.039135,0.000747,0.0,0.000301,0.959817,0.439016,0.910275,0.0,0.323497,0.323497,0.323497,0.066854,0.066854,0.066854,False,False,False,0.0,False,False,36.569
108,5.4,4,distraction,distracted,0.917607,0.081197,0.000803,0.0,0.000393,0.917607,0.266079,0.936572,0.0,0.322952,0.322952,0.322952,0.06622,0.06622,0.06622,False,False,False,0.0,False,False,36.854
109,5.45,4,distraction,distracted,0.819221,0.179488,0.000762,0.0,0.000529,0.819221,0.105548,0.952331,0.0,0.320877,0.320877,0.320877,0.065588,0.065588,0.065588,False,False,False,0.0,False,False,36.78
110,5.5,4,distraction,distracted,0.856956,0.142113,0.000508,0.0,0.000424,0.856956,0.065852,0.958768,0.0,0.318449,0.318449,0.318449,0.064963,0.064963,0.064963,False,False,False,0.0,False,False,45.795
111,5.55,4,distraction,distracted,0.743925,0.255068,0.000475,0.0,0.000532,0.743925,0.043566,0.957752,0.0,0.315859,0.315859,0.315859,0.064352,0.064352,0.064352,False,False,False,0.0,False,False,36.851
112,5.6,4,distraction,distracted,0.782243,0.216895,0.000391,0.0,0.000471,0.782243,0.038904,0.956194,0.0,0.313279,0.313279,0.313279,0.063752,0.063752,0.063752,False,False,False,0.0,False,False,36.824
113,5.65,4,distraction,distracted,0.701452,0.297649,0.000386,0.0,0.000514,0.701452,0.045688,0.954071,0.0,0.310814,0.310814,0.310814,0.063165,0.063165,0.063165,False,False,False,0.0,False,False,36.643
114,5.7,0,alert,alert,0.623203,0.623203,0.000357,0.0,0.000789,0.375652,0.062021,0.950343,0.0,0.308552,0.308552,0.308552,0.06259,0.06259,0.06259,False,False,False,0.0,False,False,36.327
115,5.75,0,alert,alert,0.738629,0.738629,0.000286,0.0,0.001013,0.260073,0.050621,0.951873,0.0,0.306225,0.306225,0.306225,0.062026,0.062026,0.062026,False,False,False,0.399963,False,False,45.727
116,5.8,0,alert,alert,0.838875,0.838875,0.000221,0.0,0.001075,0.159829,0.052872,0.951082,0.0,0.303961,0.303961,0.303961,0.061471,0.061471,0.061471,False,False,False,0.579407,False,False,36.945
117,5.85,0,alert,alert,0.848864,0.848864,0.000201,0.0,0.001157,0.149779,0.053987,0.952112,0.0,0.301744,0.301744,0.301744,0.060926,0.060926,0.060926,False,False,False,0.579407,False,False,36.338
118,5.9,0,alert,alert,0.89444,0.89444,0.000171,0.0,0.001208,0.104182,0.061955,0.951475,0.0,0.299638,0.299638,0.299638,0.060391,0.060391,0.060391,False,False,False,0.419189,False,False,36.675
119,5.95,0,alert,alert,0.911677,0.911677,0.000153,0.0,0.001259,0.086911,0.064375,0.95117,0.0,0.297591,0.297591,0.297591,0.059866,0.059866,0.059866,False,False,False,0.0,False,False,36.97
120,6.0,0,alert,alert,0.923224,0.923224,0.000146,0.0,0.001483,0.075147,0.063077,0.951105,0.0,0.295567,0.295567,0.295567,0.059349,0.059349,0.059349,False,False,False,0.419189,False,False,45.785
121,6.05,0,alert,alert,0.92258,0.92258,0.000139,0.0,0.001581,0.0757,0.060633,0.951221,0.0,0.293558,0.293558,0.293558,0.058841,0.058841,0.058841,False,False,False,0.0,False,False,36.949
122,6.1,0,alert,alert,0.92477,0.92477,0.000137,0.0,0.001835,0.073258,0.075717,0.947,0.0,0.291718,0.291718,0.291718,0.058344,0.058344,0.058344,False,False,False,0.0,False,False,37.305
123,6.15,0,alert,alert,0.933161,0.933161,0.000133,0.0,0.002096,0.06461,0.064292,0.948803,0.0,0.28981,0.28981,0.28981,0.057855,0.057855,0.057855,False,False,False,0.0,False,False,36.786
124,6.2,0,alert,alert,0.941957,0.941957,0.000127,0.0,0.002073,0.055844,0.069032,0.948174,0.0,0.287974,0.287974,0.287974,0.057374,0.057374,0.057374,False,False,False,0.0,False,False,38.341
125,6.25,0,alert,alert,0.936291,0.936291,0.000134,0.0,0.002374,0.061202,0.083862,0.945331,0.0,0.286296,0.286296,0.286296,0.056902,0.056902,0.056902,False,False,False,0.0,False,False,45.772
126,6.3,0,alert,alert,0.942054,0.942054,0.000133,0.0,0.002513,0.0553,0.068489,0.947047,0.0,0.284517,0.284517,0.284517,0.056437,0.056437,0.056437,False,False,False,0.0,False,False,36.986
127,6.35,0,alert,alert,0.93519,0.93519,0.000138,0.0,0.002752,0.06192,0.058417,0.950259,0.0,0.282678,0.282678,0.282678,0.055978,0.055978,0.055978,False,False,False,0.0,False,False,37.376
128,6.4,0,alert,alert,0.929425,0.929425,0.000146,0.0,0.003356,0.067073,0.068319,0.949145,0.0,0.280952,0.280952,0.280952,0.055528,0.055528,0.055528,False,False,False,0.0,False,False,36.997
