frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
22,1.1,0,alert,alert,0.94981,0.94981,0.000278,0.0,0.000765,0.049147,0.04928,0.945644,0.0,0.143947,0.143947,0.143947,0.0,0.0,0.0,False,False,False,0.0,False,False,37.633
23,1.15,0,alert,alert,0.960876,0.960876,0.000264,0.0,0.000824,0.038036,0.053065,0.944638,0.0,0.140055,0.140055,0.140055,0.0,0.0,0.0,False,False,False,0.0,False,False,37.99
24,1.2,0,alert,alert,0.958613,0.958613,0.000291,0.0,0.000898,0.040197,0.057265,0.942778,0.0,0.136662,0.136662,0.136662,0.0,0.0,0.0,False,False,False,0.0,False,False,37.54
25,1.25,0,alert,alert,0.961802,0.961802,0.000293,0.0,0.000924,0.036982,0.053676,0.94379,0.0,0.133391,0.133391,0.133391,0.0,0.0,0.0,False,False,False,0.0,False,False,46.14
26,1.3,0,alert,alert,0.961716,0.961716,0.000317,0.0,0.000965,0.037002,0.048875,0.946474,0.0,0.130177,0.130177,0.130177,0.0,0.0,0.0,False,False,False,0.0,False,False,36.84
27,1.35,0,alert,alert,0.969108,0.969108,0.000307,0.0,0.001032,0.029553,0.051565,0.946785,0.0,0.127297,0.127297,0.127297,0.0,0.0,0.0,False,False,False,0.0,False,False,36.966
28,1.4,0,alert,alert,0.973278,0.973278,0.000302,0.0,0.001027,0.025392,0.046096,0.947248,0.0,0.124425,0.124425,0.124425,0.0,0.0,0.0,False,False,False,0.0,False,False,37.017
29,1.45,0,alert,alert,0.972862,0.972862,0.000329,0.0,0.001084,0.025725,0.059039,0.941463,0.0,0.122205,0.122205,0.122205,0.0,0.0,0.0,False,False,False,0.0,False,False,37.056
30,1.5,0,alert,alert,0.976907,0.976907,0.000307,0.0,0.001093,0.021693,0.060192,0.943215,0.0,0.120165,0.120165,0.120165,0.0,0.0,0.0,False,False,False,0.0,False,False,46.155
31,1.55,0,alert,alert,0.976873,0.976873,0.000306,0.0,0.001127,0.021694,0.070373,0.940191,0.0,0.118584,0.118584,0.118584,0.0,0.0,0.0,False,False,False,0.0,False,False,37.283
32,1.6,0,alert,alert,0.980848,0.980848,0.000278,0.0,0.001132,0.017743,0.056011,0.944357,0.0,0.11665,0.11665,0.11665,0.0,0.0,0.0,False,False,False,0.0,False,False,36.885
33,1.65,0,alert,alert,0.983209,0.983209,0.000245,0.0,0.001151,0.015395,0.053519,0.94647,0.0,0.114753,0.114753,0.114753,0.0,0.0,0.0,False,False,False,0.0,False,False,37.162
34,1.7,0,alert,alert,0.981053,0.981053,0.000245,0.0,0.001151,0.017551,0.050381,0.946499,0.0,0.112876,0.112876,0.112876,0.0,0.0,0.0,False,False,False,0.0,False,False,37.01
35,1.75,0,alert,alert,0.982708,0.982708,0.000224,0.0,0.001073,0.015995,0.054707,0.946466,0.0,0.111227,0.111227,0.111227,0.0,0.0,0.0,False,False,False,0.0,False,False,45.575
36,1.8,0,alert,alert,0.984324,0.984324,0.000203,0.0,0.001051,0.014423,0.048111,0.946603,0.0,0.109487,0.109487,0.109487,0.0,0.0,0.0,False,False,False,0.0,False,False,36.947
37,1.85,0,alert,alert,0.980022,0.980022,0.000222,0.0,0.001051,0.018705,0.048256,0.9458,0.0,0.107846,0.107846,0.107846,0.0,0.0,0.0,False,False,False,0.0,False,False,37.055
38,1.9,0,alert,alert,0.980835,0.980835,0.000208,0.0,0.000967,0.01799,0.0488,0.94586,0.0,0.106305,0.106305,0.106305,0.0,0.0,0.0,False,False,False,0.0,False,False,37.14
39,1.95,0,alert,alert,0.981889,0.981889,0.000189,0.0,0.000931,0.016992,0.05066,0.946771,0.0,0.104888,0.104888,0.104888,0.0,0.0,0.0,False,False,False,0.0,False,False,36.911
40,2.0,0,alert,alert,0.976505,0.976505,0.000199,0.0,0.001018,0.022278,0.046384,0.948232,0.0,0.103433,0.103433,0.103433,0.0,0.0,0.0,False,False,False,0.0,False,False,45.908
41,2.05,0,alert,alert,0.975604,0.975604,0.000187,0.0,0.000949,0.023261,0.049753,0.947006,0.0,0.102132,0.102132,0.102132,0.0,0.0,0.0,False,False,False,0.0,False,False,37.071
42,2.1,0,alert,alert,0.974993,0.974993,0.00018,0.0,0.000949,0.023879,0.069086,0.939701,0.0,0.101356,0.101356,0.101356,0.0,0.0,0.0,False,False,False,0.0,False,False,37.271
43,2.15,0,alert,alert,0.979966,0.979966,0.000157,0.0,0.000904,0.018974,0.056202,0.945074,0.0,0.100314,0.100314,0.100314,0.0,0.0,0.0,False,False,False,0.0,False,False,37.802
44,2.2,0,alert,alert,0.979863,0.979863,0.000158,0.0,0.000907,0.019072,0.055456,0.946334,0.0,0.099301,0.099301,0.099301,0.0,0.0,0.0,False,False,False,0.0,False,False,37.857
45,2.25,0,alert,alert,0.978988,0.978988,0.000175,0.0,0.000878,0.019959,0.071471,0.940468,0.0,0.09869,0.09869,0.09869,0.0,0.0,0.0,False,False,False,0.0,False,False,46.279
46,2.3,0,alert,alert,0.977335,0.977335,0.000197,0.0,0.000858,0.02161,0.077472,0.938933,0.0,0.098235,0.098235,0.098235,0.0,0.0,0.0,False,False,False,0.0,False,False,37.793
47,2.35,0,alert,alert,0.976052,0.976052,0.000202,0.0,0.000845,0.022901,0.065361,0.940891,0.0,0.097544,0.097544,0.097544,0.0,0.0,0.0,False,False,False,0.0,False,False,39.228
48,2.4,0,alert,alert,0.977382,0.977382,0.000191,0.0,0.000828,0.021599,0.053946,0.94569,0.0,0.096641,0.096641,0.096641,0.0,0.0,0.0,False,False,False,0.0,False,False,37.597
49,2.45,0,alert,alert,0.976316,0.976316,0.000193,0.0,0.000828,0.022664,0.046828,0.948021,0.0,0.095628,0.095628,0.095628,0.0,0.0,0.0,False,False,False,0.0,False,False,38.404
50,2.5,0,alert,alert,0.96837,0.96837,0.000215,0.0,0.000839,0.030576,0.048644,0.945762,0.0,0.094694,0.094694,0.094694,0.0,0.0,0.0,False,False,False,0.0,False,False,46.565
51,2.55,0,alert,alert,0.963812,0.963812,0.000223,0.0,0.000821,0.035145,0.048593,0.947138,0.0,0.093794,0.093794,0.093794,0.0,0.0,0.0,False,False,False,0.0,False,False,37.982
52,2.6,0,alert,alert,0.956528,0.956528,0.000238,0.0,0.000783,0.042451,0.048639,0.947194,0.0,0.092929,0.092929,0.092929,0.0,0.0,0.0,False,False,False,0.0,False,False,37.521
53,2.65,0,alert,alert,0.95481,0.95481,0.000243,0.0,0.000771,0.044177,0.054815,0.945595,0.0,0.092214,0.092214,0.092214,0.0,0.0,0.0,False,False,False,0.0,False,False,37.152
54,2.7,0,alert,alert,0.96286,0.96286,0.000217,0.0,0.000738,0.036186,0.050306,0.946035,0.0,0.091442,0.091442,0.091442,0.0,0.0,0.0,False,False,False,0.833694,False,False,37.292
55,2.75,0,alert,alert,0.959483,0.959483,0.000225,0.0,0.000747,0.039545,0.046926,0.946617,0.0,0.090636,0.090636,0.090636,0.0,0.0,0.0,False,False,False,0.0,False,False,45.999
56,2.8,0,alert,alert,0.957961,0.957961,0.000232,0.0,0.000751,0.041055,0.05333,0.946029,0.0,0.089973,0.089973,0.089973,0.0,0.0,0.0,False,False,False,0.734818,False,False,37.505
57,2.85,0,alert,alert,0.969167,0.969167,0.000201,0.0,0.000716,0.029916,0.049455,0.948463,0.0,0.089264,0.089264,0.089264,0.0,0.0,0.0,False,False,False,0.0,False,False,37.531
58,2.9,0,alert,alert,0.972038,0.972038,0.000191,0.0,0.000715,0.027056,0.051418,0.946472,0.0,0.088615,0.088615,0.088615,0.0,0.0,0.0,False,False,False,0.890457,False,False,37.673
59,2.95,0,alert,alert,0.972782,0.972782,0.000178,0.0,0.000741,0.026298,0.047331,0.948024,0.0,0.087917,0.087917,0.087917,0.0,0.0,0.0,False,False,False,0.890457,False,False,37.373
60,3.0,0,alert,alert,0.972949,0.972949,0.000165,0.0,0.000746,0.026141,0.053483,0.945346,0.0,0.087346,0.087346,0.087346,0.0,0.0,0.0,False,False,False,0.741226,False,False,46.008
61,3.05,0,alert,alert,0.973217,0.973217,0.000159,0.0,0.000731,0.025893,0.046487,0.948238,0.0,0.086678,0.086678,0.086678,0.0,0.0,0.0,False,False,False,0.729553,False,False,37.468
62,3.1,0,alert,alert,0.972395,0.972395,0.00016,0.0,0.000723,0.026722,0.04693,0.948689,0.0,0.086038,0.086038,0.086038,0.0,0.0,0.0,False,False,False,0.0,False,False,37.239
63,3.15,0,alert,alert,0.97374,0.97374,0.00016,0.0,0.000715,0.025386,0.051155,0.947122,0.0,0.085486,0.085486,0.085486,0.0,0.0,0.0,False,False,False,0.0,False,False,37.822
64,3.2,0,alert,alert,0.975071,0.975071,0.000163,0.0,0.000718,0.024047,0.053644,0.947084,0.0,0.08499,0.08499,0.08499,0.0,0.0,0.0,False,False,False,0.0,False,False,37.5
65,3.25,0,alert,alert,0.975046,0.975046,0.000165,0.0,0.000737,0.024052,0.05276,0.947116,0.0,0.084496,0.084496,0.084496,0.0,0.0,0.0,False,False,False,0.0,False,False,48.269
66,3.3,0,alert,alert,0.976754,0.976754,0.000163,0.0,0.000751,0.022332,0.047503,0.948003,0.0,0.083937,0.083937,0.083937,0.0,0.0,0.0,False,False,False,0.0,False,False,37.78
67,3.35,0,alert,alert,0.977558,0.977558,0.000167,0.0,0.000774,0.0215,0.047518,0.948466,0.0,0.083394,0.083394,0.083394,0.0,0.0,0.0,False,False,False,0.0,False,False,37.534
68,3.4,0,alert,alert,0.97702,0.97702,0.000174,0.0,0.000792,0.022014,0.052285,0.946456,0.0,0.082939,0.082939,0.082939,0.0,0.0,0.0,False,False,False,0.488312,False,False,37.084
69,3.45,0,alert,alert,0.974858,0.974858,0.00019,0.0,0.000795,0.024157,0.063661,0.943644,0.0,0.082661,0.082661,0.082661,0.0,0.0,0.0,False,False,False,0.677826,False,False,37.129
70,3.5,0,alert,alert,0.975977,0.975977,0.000189,0.0,0.00079,0.023044,0.085575,0.934867,0.0,0.082702,0.082702,0.082702,0.0,0.0,0.0,False,False,False,0.677826,False,False,46.904
71,3.55,0,alert,alert,0.975142,0.975142,0.000191,0.0,0.000798,0.023869,0.056593,0.944802,0.0,0.082336,0.082336,0.082336,0.0,0.0,0.0,False,False,False,0.677826,False,False,37.657
72,3.6,0,alert,alert,0.97135,0.97135,0.000196,0.0,0.000809,0.027645,0.051271,0.947524,0.0,0.081906,0.081906,0.081906,0.0,0.0,0.0,False,False,False,0.812408,False,False,37.756
73,3.65,0,alert,alert,0.964847,0.964847,0.000226,0.0,0.000823,0.034104,0.053135,0.944203,0.0,0.081514,0.081514,0.081514,0.0,0.0,0.0,False,False,False,0.812408,False,False,37.623
74,3.7,0,alert,alert,0.964899,0.964899,0.000233,0.0,0.000851,0.034016,0.058533,0.94122,0.0,0.081206,0.081206,0.081206,0.0,0.0,0.0,False,False,False,0.836212,False,False,37.217
75,3.75,0,alert,alert,0.954038,0.954038,0.00028,0.0,0.000889,0.044794,0.055217,0.94267,0.0,0.080862,0.080862,0.080862,0.0,0.0,0.0,False,False,False,0.810577,False,False,46.192
76,3.8,0,alert,alert,0.935926,0.935926,0.000326,0.0,0.000878,0.06287,0.049519,0.945248,0.0,0.080452,0.080452,0.080452,0.0,0.0,0.0,False,False,False,0.0,False,False,37.338
77,3.85,0,alert,alert,0.948296,0.948296,0.000299,0.0,0.000814,0.05059,0.055977,0.942941,0.0,0.080136,0.080136,0.080136,0.0,0.0,0.0,False,False,False,0.0,False,False,36.955
78,3.9,0,alert,alert,0.950693,0.950693,0.000305,0.0,0.000813,0.048189,0.050826,0.944603,0.0,0.079762,0.079762,0.079762,0.0,0.0,0.0,False,False,False,0.0,False,False,37.264
79,3.95,0,alert,alert,0.936669,0.936669,0.000346,0.0,0.000821,0.062164,0.047933,0.945722,0.0,0.079361,0.079361,0.079361,0.0,0.0,0.0,False,False,False,0.0,False,False,37.37
80,4.0,0,alert,alert,0.923774,0.923774,0.000375,0.0,0.000831,0.075021,0.047529,0.946133,0.0,0.078964,0.078964,0.078964,0.0,0.0,0.0,False,False,False,0.0,False,False,45.592
81,4.05,0,alert,alert,0.863313,0.863313,0.000463,0.0,0.000877,0.135346,0.047623,0.946157,0.0,0.078578,0.078578,0.078578,0.0,0.0,0.0,False,False,False,0.0,False,False,38.037
82,4.1,0,alert,alert,0.716416,0.716416,0.000587,0.0,0.000891,0.282106,0.05045,0.945716,0.0,0.078237,0.078237,0.078237,0.0,0.0,0.0,False,False,False,0.0,False,False,37.837
83,4.15,0,alert,alert,0.626681,0.626681,0.000611,0.0,0.000814,0.371894,0.049489,0.946675,0.0,0.077891,0.077891,0.077891,0.0,0.0,0.0,False,False,False,0.0,False,False,37.515
84,4.2,0,alert,alert,0.55516,0.55516,0.00063,0.0,0.000762,0.443448,0.047274,0.947373,0.0,0.077527,0.077527,0.077527,0.0,0.0,0.0,False,False,False,0.0,False,False,37.478
85,4.25,4,distraction,distracted,0.596,0.402663,0.000665,0.0,0.000672,0.596,0.056485,0.94463,0.0,0.077281,0.077281,0.077281,0.0,0.0,0.0,False,False,False,0.0,False,False,46.113
86,4.3,4,distraction,distracted,0.684755,0.313917,0.000713,0.0,0.000615,0.684755,0.094885,0.936858,0.0,0.077483,0.077483,0.077483,0.0,0.0,0.0,False,False,False,0.0,False,False,37.419
87,4.35,4,distraction,distracted,0.798563,0.20018,0.000733,0.0,0.000525,0.798563,0.31013,0.902816,0.0,0.080029,0.080029,0.080029,0.0,0.0,0.0,False,False,False,0.0,False,False,37.267
88,4.4,4,distraction,distracted,0.728913,0.269723,0.000789,0.0,0.000574,0.728913,0.175717,0.931614,0.0,0.081097,0.081097,0.081097,0.0,0.0,0.0,False,False,False,0.0,False,False,37.075
89,4.45,4,distraction,distracted,0.663445,0.335213,0.000734,0.0,0.000607,0.663445,0.082807,0.944748,0.0,0.081116,0.081116,0.081116,0.0,0.0,0.0,False,False,False,0.0,False,False,36.83
90,4.5,4,distraction,distracted,0.724779,0.274064,0.000633,0.0,0.000525,0.724779,0.050855,0.95038,0.0,0.080779,0.080779,0.080779,0.0,0.0,0.0,False,False,False,0.0,False,False,46.319
91,4.55,4,distraction,distracted,0.66165,0.337192,0.000609,0.0,0.000549,0.66165,0.041112,0.95226,0.0,0.080341,0.080341,0.080341,0.0,0.0,0.0,False,False,False,0.0,False,False,37.575
92,4.6,4,distraction,distracted,0.552134,0.446692,0.000574,0.0,0.0006,0.552134,0.039765,0.95209,0.0,0.079899,0.079899,0.079899,0.0,0.0,0.0,False,False,False,0.0,False,False,38.023
93,4.65,4,distraction,distracted,0.532866,0.465968,0.000552,0.0,0.000614,0.532866,0.039878,0.95192,0.0,0.079467,0.079467,0.079467,0.0,0.0,0.0,False,False,False,0.0,False,False,37.388
94,4.7,4,distraction,distracted,0.549549,0.449327,0.000532,0.0,0.000592,0.549549,0.039778,0.950541,0.0,0.079043,0.079043,0.079043,0.0,0.0,0.0,False,False,False,0.0,False,False,37.916
95,4.75,4,distraction,distracted,0.543556,0.455337,0.000517,0.0,0.00059,0.543556,0.040047,0.950755,0.0,0.078632,0.078632,0.078632,0.0,0.0,0.0,False,False,False,0.0,False,False,46.7
96,4.8,4,distraction,distracted,0.556936,0.441957,0.000522,0.0,0.000585,0.556936,0.045277,0.948238,0.0,0.078284,0.078284,0.078284,0.0,0.0,0.0,False,False,False,0.0,False,False,38.154
97,4.85,4,distraction,distracted,0.642025,0.356868,0.000542,0.0,0.000565,0.642025,0.121953,0.932579,0.0,0.078727,0.078727,0.078727,0.0,0.0,0.0,False,False,False,0.0,False,False,37.295
98,4.9,4,distraction,distracted,0.742522,0.256442,0.000537,0.0,0.000498,0.742522,0.307266,0.915835,0.0,0.080981,0.080981,0.080981,0.0,0.0,0.0,False,False,False,0.0,False,False,37.259
99,4.95,4,distraction,distracted,0.855125,0.143927,0.00053,0.0,0.000417,0.855125,0.456744,0.878461,0.0,0.084501,0.084501,0.084501,0.0,0.0,0.0,False,False,False,0.0,False,False,37.14
100,5.0,4,distraction,distracted,0.884335,0.114709,0.000567,0.0,0.000389,0.884335,0.487997,0.86435,0.0,0.088186,0.088186,0.088186,0.0,0.0,0.0,False,False,False,0.0,False,False,46.295
101,5.05,4,distraction,distracted,0.922993,0.07609,0.000577,0.0,0.000341,0.922993,0.532459,0.850002,0.0,0.092141,0.092141,0.092141,0.0,0.0,0.0,False,False,False,0.0,False,False,37.119
102,5.1,4,distraction,distracted,0.95587,0.043248,0.000582,0.0,0.0003,0.95587,0.547203,0.859749,0.0,0.096202,0.096202,0.096202,0.0,0.0,0.0,False,False,False,0.0,False,False,37.238
103,5.15,4,distraction,distracted,0.974188,0.024973,0.000569,0.0,0.000271,0.974188,0.546028,0.87478,0.0,0.10025,0.10025,0.10025,0.0,0.0,0.0,False,False,False,0.0,False,False,37.335
104,5.2,4,distraction,distracted,0.982662,0.016562,0.000528,0.0,0.000249,0.982662,0.463279,0.911744,0.0,0.103623,0.103623,0.103623,0.0,0.0,0.0,False,False,False,0.0,False,False,37.337
105,5.25,4,distraction,distracted,0.986642,0.012599,0.000522,0.0,0.000237,0.986642,0.477108,0.912619,0.0,0.107065,0.107065,0.107065,0.0,0.0,0.0,False,False,False,0.0,False,False,45.678
106,5.3,4,distraction,distracted,0.989467,0.009801,0.000505,0.0,0.000226,0.989467,0.519387,0.901004,0.0,0.110782,0.110782,0.110782,0.0,0.0,0.0,False,False,False,0.0,False,False,37.534
107,5.35,4,distraction,distracted,0.990376,0.0089,0.0005,0.0,0.000224,0.990376,0.543934,0.890224,0.0,0.114606,0.114606,0.114606,0.0,0.0,0.0,False,False,False,0.0,False,False,37.03
108,5.4,4,distraction,distracted,0.990526,0.008715,0.000525,0.0,0.000234,0.990526,0.488775,0.906619,0.0,0.11794,0.11794,0.11794,0.0,0.0,0.0,False,False,False,0.0,False,False,37.404
109,5.45,4,distraction,distracted,0.99071,0.008545,0.000513,0.0,0.000233,0.99071,0.362404,0.930018,0.0,0.120155,0.120155,0.120155,0.0,0.0,0.0,False,False,False,0.0,False,False,37.369
110,5.5,4,distraction,distracted,0.991121,0.008176,0.000477,0.0,0.000226,0.991121,0.369428,0.927225,0.0,0.122386,0.122386,0.122386,0.0,0.0,0.0,False,False,False,0.0,False,False,45.856
111,5.55,4,distraction,distracted,0.991436,0.00789,0.000451,0.0,0.000223,0.991436,0.397728,0.919231,0.0,0.124808,0.124808,0.124808,0.0,0.0,0.0,False,False,False,0.0,False,False,37.503
112,5.6,4,distraction,distracted,0.991967,0.007415,0.000406,0.0,0.000213,0.991967,0.259474,0.938603,0.0,0.126006,0.126006,0.126006,0.0,0.0,0.0,False,False,False,0.0,False,False,37.038
113,5.65,4,distraction,distracted,0.992435,0.006961,0.000395,0.0,0.000209,0.992435,0.240889,0.937771,0.0,0.127019,0.127019,0.127019,0.0,0.0,0.0,False,False,False,0.0,False,False,37.276
114,5.7,4,distraction,distracted,0.992556,0.006838,0.000398,0.0,0.000208,0.992556,0.276593,0.935698,0.0,0.128323,0.128323,0.128323,0.0,0.0,0.0,False,False,False,0.0,False,False,37.704
115,5.75,4,distraction,distracted,0.992366,0.007026,0.000399,0.0,0.000209,0.992366,0.348046,0.926302,0.0,0.130203,0.130203,0.130203,0.0,0.0,0.0,False,False,False,0.0,False,False,46.457
116,5.8,4,distraction,distracted,0.992141,0.007264,0.000388,0.0,0.000207,0.992141,0.34474,0.9239,0.0,0.132018,0.132018,0.132018,0.0,0.0,0.0,False,False,False,0.0,False,False,37.65
117,5.85,4,distraction,distracted,0.9912,0.008203,0.000386,0.0,0.000212,0.9912,0.167478,0.942818,0.0,0.132322,0.132322,0.132322,0.0,0.0,0.0,False,False,False,0.0,False,False,37.611
118,5.9,4,distraction,distracted,0.989653,0.00978,0.000361,0.0,0.000207,0.989653,0.079029,0.950952,0.0,0.131866,0.131866,0.131866,0.0,0.0,0.0,False,False,False,0.0,False,False,37.449
119,5.95,4,distraction,distracted,0.988159,0.011281,0.000354,0.0,0.000206,0.988159,0.05962,0.947923,0.0,0.131254,0.131254,0.131254,0.0,0.0,0.0,False,False,False,0.0,False,False,37.697
120,6.0,4,distraction,distracted,0.988119,0.011349,0.000334,0.0,0.000197,0.988119,0.05172,0.948845,0.0,0.130586,0.130586,0.130586,0.0,0.0,0.0,False,False,False,0.0,False,False,46.663
121,6.05,4,distraction,distracted,0.987156,0.012323,0.000326,0.0,0.000196,0.987156,0.0457,0.950842,0.0,0.129878,0.129878,0.129878,0.0,0.0,0.0,False,False,False,0.0,False,False,38.224
122,6.1,4,distraction,distracted,0.98219,0.01727,0.000334,0.0,0.000205,0.98219,0.041412,0.951821,0.0,0.129145,0.129145,0.129145,0.0,0.0,0.0,False,False,False,0.274536,False,False,37.954
123,6.15,4,distraction,distracted,0.978861,0.020614,0.000318,0.0,0.000207,0.978861,0.038708,0.951532,0.0,0.128402,0.128402,0.128402,0.0,0.0,0.0,False,False,False,0.430176,False,False,37.288
124,6.2,4,distraction,distracted,0.96837,0.03106,0.00034,0.0,0.00023,0.96837,0.038582,0.95212,0.0,0.12767,0.12767,0.12767,0.0,0.0,0.0,False,False,False,0.430176,False,False,37.031
125,6.25,4,distraction,distracted,0.952475,0.046908,0.000363,0.0,0.000253,0.952475,0.037574,0.951975,0.0,0.126941,0.126941,0.126941,0.0,0.0,0.0,False,False,False,0.171997,False,False,45.705
126,6.3,4,distraction,distracted,0.931428,0.067904,0.000388,0.0,0.000281,0.931428,0.036706,0.95221,0.0,0.126217,0.126217,0.126217,0.0,0.0,0.0,False,False,False,0.171997,False,False,37.096
127,6.35,4,distraction,distracted,0.901535,0.097755,0.000405,0.0,0.000305,0.901535,0.039494,0.951099,0.0,0.125527,0.125527,0.125527,0.0,0.0,0.0,False,False,False,0.215942,False,False,37.45
128,6.4,4,distraction,distracted,0.896608,0.102695,0.000389,0.0,0.000308,0.896608,0.050853,0.947776,0.0,0.124941,0.124941,0.124941,0.0,0.0,0.0,False,False,False,0.215942,False,False,36.954
129,6.45,4,distraction,distracted,0.91825,0.081094,0.000375,0.0,0.000281,0.91825,0.065066,0.94525,0.0,0.124475,0.124475,0.124475,0.0,0.0,0.0,False,False,False,0.0,False,False,37.11
130,6.5,4,distraction,distracted,0.927907,0.071461,0.000365,0.0,0.000267,0.927907,0.063799,0.946043,0.0,0.124006,0.124006,0.124006,0.0,0.0,0.0,False,False,False,0.0,False,False,45.722
131,6.55,4,distraction,distracted,0.943938,0.055475,0.000343,0.0,0.000244,0.943938,0.050251,0.949021,0.0,0.123439,0.123439,0.123439,0.0,0.0,0.0,False,False,False,0.0,False,False,37.25
