frame_id,timestamp,face_found,ear,ear_left,ear_right,mar,yaw,pitch,roll,nose_offset_x,nose_offset_y,face_ratio,blink_left,blink_right,blink,jaw_open,mouth_close,face_scale,phone_conf,phone_x,phone_y,phone_w,phone_h,phone_fresh
56,2.8,1,0.35193,0.32589,0.37796,0.13759,6.94219,6.42565,5.18228,0.12336,0.50635,1.33202,0.08834,0.0936,0.09097,0.06812,0.00543,76.63082,0.13973,406.0,208.0,28.0,51.0,0
57,2.85,1,0.35131,0.33184,0.37078,0.14812,3.96867,6.31873,5.27383,0.08957,0.5102,1.30443,0.09532,0.10854,0.10193,0.08998,0.00687,76.48959,0.13973,406.0,208.0,28.0,51.0,0
58,2.9,1,0.34123,0.32536,0.3571,0.14635,2.39084,6.27228,5.34418,0.07602,0.50846,1.28918,0.10631,0.1393,0.1228,0.08754,0.00664,76.91647,0.13973,406.0,208.0,28.0,51.0,0
59,2.95,1,0.35264,0.33792,0.36736,0.14748,-0.54918,6.46113,6.88162,0.044,0.50616,1.25938,0.06332,0.09811,0.08072,0.05472,0.00362,77.48388,0.13973,406.0,208.0,28.0,51.0,0
60,3.0,1,0.36112,0.34906,0.37319,0.14667,-1.45832,6.56225,7.31572,0.0402,0.51731,1.26886,0.05297,0.08881,0.07089,0.04596,0.00316,77.61198,0.62608,386.0,213.0,36.0,52.0,1
61,3.05,1,0.36142,0.36276,0.36008,0.132,-3.98628,7.52619,8.80533,0.01558,0.5417,1.27736,0.05227,0.08056,0.06642,0.02861,0.00143,76.04501,0.62608,386.0,213.0,36.0,52.0,0
62,3.1,1,0.3671,0.36879,0.36542,0.12927,-5.3874,7.9652,9.52713,0.00969,0.54567,1.26598,0.04817,0.0788,0.06348,0.01568,0.00075,76.41365,0.62608,386.0,213.0,36.0,52.0,0
63,3.15,1,0.35079,0.35711,0.34447,0.13702,-7.08479,9.05957,10.31257,-0.00333,0.56221,1.27845,0.06432,0.09633,0.08033,0.02728,0.00084,75.7281,0.62608,386.0,213.0,36.0,52.0,0
64,3.2,1,0.34921,0.35363,0.34478,0.13233,-8.03341,8.81799,11.48583,-0.00737,0.56474,1.2696,0.06661,0.08519,0.0759,0.0147,0.00044,76.09386,0.62608,386.0,213.0,36.0,52.0,0
65,3.25,1,0.35181,0.36385,0.33977,0.14474,-9.02996,8.28883,11.65325,-0.01738,0.56211,1.2963,0.07636,0.07131,0.07383,0.01744,0.00035,76.10043,0.55538,362.0,132.0,37.0,120.0,1
66,3.3,1,0.36375,0.38289,0.34461,0.15242,-10.7605,7.88485,11.51057,-0.03813,0.57425,1.30717,0.06727,0.06077,0.06402,0.01537,0.00026,75.109,0.55538,362.0,132.0,37.0,120.0,0
67,3.35,1,0.37586,0.41255,0.33917,0.1483,-13.10452,7.45461,10.52667,-0.09582,0.56442,1.32484,0.07037,0.04631,0.05834,0.00598,7e-05,75.38867,0.55538,362.0,132.0,37.0,120.0,0
68,3.4,1,0.38158,0.41803,0.34513,0.15602,-14.86314,7.56839,10.16406,-0.10542,0.57366,1.32747,0.05644,0.04602,0.05123,0.00448,5e-05,73.99191,0.55538,362.0,132.0,37.0,120.0,0
69,3.45,1,0.39955,0.43926,0.35984,0.17948,-15.48591,7.6241,9.66721,-0.12644,0.57511,1.34847,0.04139,0.03682,0.0391,0.00756,8e-05,73.60527,0.55538,362.0,132.0,37.0,120.0,0
70,3.5,1,0.39467,0.43247,0.35687,0.16741,-15.7031,8.0832,10.14491,-0.10968,0.58617,1.33343,0.0376,0.03585,0.03673,0.00418,4e-05,72.8782,0.39637,335.0,134.0,48.0,114.0,1
71,3.55,1,0.4072,0.44389,0.3705,0.1712,-15.5234,8.30543,10.3276,-0.10458,0.58848,1.33414,0.03234,0.02888,0.03061,0.00443,5e-05,72.93757,0.39637,335.0,134.0,48.0,114.0,0
72,3.6,1,0.40431,0.43803,0.37059,0.16111,-15.94772,8.31855,10.83855,-0.09659,0.60039,1.34178,0.02999,0.02971,0.02985,0.00327,4e-05,72.14831,0.39637,335.0,134.0,48.0,114.0,0
73,3.65,1,0.42093,0.46172,0.38014,0.14922,-16.64715,7.87565,11.09814,-0.11556,0.6042,1.33564,0.02921,0.03006,0.02964,0.00176,2e-05,71.7165,0.39637,335.0,134.0,48.0,114.0,0
74,3.7,1,0.42454,0.4662,0.38287,0.16002,-16.62815,8.00615,11.3239,-0.11495,0.59888,1.33177,0.02757,0.02781,0.02769,0.00163,2e-05,72.29314,0.39637,335.0,134.0,48.0,114.0,0
75,3.75,1,0.43058,0.47794,0.38323,0.16271,-17.7673,8.36118,11.7244,-0.12146,0.60014,1.33088,0.0274,0.0209,0.02415,0.00135,2e-05,72.37133,0.43765,322.0,134.0,58.0,115.0,1
76,3.8,1,0.43695,0.48354,0.39037,0.16683,-17.80296,8.92649,11.71048,-0.11797,0.61518,1.3371,0.02534,0.01914,0.02224,0.00196,2e-05,71.56462,0.43765,322.0,134.0,58.0,115.0,0
77,3.85,1,0.43981,0.48639,0.39323,0.175,-17.98941,9.21138,11.59245,-0.11793,0.62331,1.34978,0.02567,0.01732,0.02149,0.0019,2e-05,70.70604,0.43765,322.0,134.0,58.0,115.0,0
78,3.9,1,0.42939,0.47647,0.38232,0.16788,-18.19214,9.19713,11.9237,-0.12615,0.62511,1.36715,0.0291,0.02019,0.02465,0.00139,1e-05,70.57596,0.43765,322.0,134.0,58.0,115.0,0
79,3.95,1,0.43217,0.47953,0.38481,0.17494,-18.72755,9.59466,11.56085,-0.13098,0.63259,1.3669,0.03278,0.0322,0.03249,0.0015,1e-05,69.50611,0.43765,322.0,134.0,58.0,115.0,0
80,4.0,1,0.44278,0.49738,0.38819,0.18022,-19.79209,10.6971,10.53995,-0.15427,0.65306,1.37662,0.02845,0.03675,0.0326,0.00102,1e-05,68.31315,0.37052,307.0,135.0,51.0,114.0,1
81,4.05,1,0.45171,0.51584,0.38758,0.18575,-21.66845,11.16438,9.88361,-0.17638,0.66879,1.37492,0.02784,0.0357,0.03177,0.00108,1e-05,67.10077,0.37052,307.0,135.0,51.0,114.0,0
82,4.1,1,0.46115,0.52901,0.39329,0.18278,-23.22369,12.15985,9.03147,-0.19863,0.68546,1.36954,0.02002,0.03042,0.02522,0.00056,0.0,66.59296,0.37052,307.0,135.0,51.0,114.0,0
83,4.15,1,0.46273,0.54505,0.3804,0.19624,-23.56651,12.41399,8.3895,-0.22334,0.72001,1.37031,0.0268,0.03927,0.03304,0.00104,1e-05,62.81706,0.37052,307.0,135.0,51.0,114.0,0
84,4.2,1,0.48279,0.57594,0.38964,0.20701,-24.444,13.46239,7.36959,-0.25249,0.72089,1.34695,0.02439,0.04436,0.03437,0.00072,1e-05,62.3957,0.37052,307.0,135.0,51.0,114.0,0
85,4.25,1,0.46226,0.5425,0.38202,0.21282,-24.23735,14.28596,6.72222,-0.23848,0.74729,1.37133,0.03431,0.0834,0.05885,0.00209,1e-05,60.40087,0.26818,322.0,136.0,50.0,82.0,1
86,4.3,1,0.47536,0.56158,0.38915,0.2044,-24.55258,15.72279,5.8596,-0.26174,0.78552,1.33747,0.03782,0.09562,0.06672,0.00072,1e-05,59.11522,0.26818,322.0,136.0,50.0,82.0,0
87,4.35,1,0.4643,0.55184,0.37677,0.20016,-24.29002,16.00828,5.81676,-0.2452,0.78206,1.36468,0.03793,0.08175,0.05984,0.00153,1e-05,59.08545,0.26818,322.0,136.0,50.0,82.0,0
88,4.4,1,0.47283,0.56841,0.37724,0.2029,-24.56749,16.91886,5.1719,-0.2625,0.79207,1.36007,0.03594,0.0718,0.05387,0.0009,1e-05,59.01993,0.26818,322.0,136.0,50.0,82.0,0
89,4.45,1,0.48085,0.58027,0.38142,0.20058,-24.46551,16.98799,5.42621,-0.24922,0.7916,1.35336,0.03307,0.06907,0.05107,0.00119,1e-05,59.1218,0.26818,322.0,136.0,50.0,82.0,0
90,4.5,1,0.46525,0.55206,0.37843,0.19099,-23.53827,17.5795,5.08977,-0.24771,0.77131,1.36209,0.03114,0.05696,0.04405,0.00087,1e-05,61.18398,0.19145,256.0,137.0,108.0,126.0,1
91,4.55,1,0.49751,0.60149,0.39352,0.19215,-24.55253,17.66631,5.2525,-0.268,0.81789,1.37283,0.03007,0.06516,0.04762,0.00129,1e-05,58.06567,0.19145,256.0,137.0,108.0,126.0,0
92,4.6,1,0.49752,0.59517,0.39988,0.19812,-24.63303,17.53657,5.58697,-0.26315,0.82107,1.35552,0.02912,0.064,0.04656,0.0018,2e-05,57.72919,0.19145,256.0,137.0,108.0,126.0,0
93,4.65,1,0.49766,0.59789,0.39743,0.21055,-24.06697,17.51128,5.71043,-0.25149,0.80464,1.34635,0.03375,0.06971,0.05173,0.00353,5e-05,58.07108,0.19145,256.0,137.0,108.0,126.0,0
94,4.7,1,0.51306,0.6196,0.40653,0.20933,-24.19236,17.34574,6.06952,-0.25506,0.79654,1.36155,0.03003,0.06436,0.0472,0.00245,4e-05,58.57415,0.19145,256.0,137.0,108.0,126.0,0
95,4.75,1,0.51362,0.61996,0.40728,0.21195,-24.16921,17.33065,6.20682,-0.25946,0.7947,1.36716,0.02766,0.05834,0.043,0.0022,4e-05,58.67953,0.31855,308.0,135.0,52.0,73.0,1
96,4.8,1,0.51355,0.61345,0.41364,0.20804,-23.80246,16.55621,6.67027,-0.25297,0.79366,1.38081,0.02692,0.05678,0.04185,0.00159,2e-05,58.95227,0.31855,308.0,135.0,52.0,73.0,0
97,4.85,1,0.51609,0.61765,0.41453,0.19784,-24.08778,15.78666,7.2877,-0.25033,0.79685,1.39497,0.02652,0.05265,0.03958,0.00102,2e-05,58.98511,0.31855,308.0,135.0,52.0,73.0,0
98,4.9,1,0.5144,0.60842,0.42038,0.11014,-23.62728,14.95356,7.84469,-0.22903,0.80035,1.3907,0.02817,0.0485,0.03833,0.00067,2e-05,58.8926,0.31855,308.0,135.0,52.0,73.0,0
99,4.95,1,0.51703,0.61137,0.42269,0.0385,-23.71904,14.0148,8.46311,-0.228,0.80626,1.36241,0.02796,0.04701,0.03748,0.0004,2e-05,59.19078,0.31855,308.0,135.0,52.0,73.0,0
100,5.0,1,0.52245,0.61978,0.42512,0.01751,-23.63885,13.64177,8.95163,-0.22716,0.7961,1.35054,0.02756,0.04144,0.0345,0.00028,1e-05,59.96969,0.12903,312.0,133.0,49.0,63.0,1
101,5.05,1,0.52646,0.62241,0.43052,0.01163,-23.35406,13.31298,8.85487,-0.2416,0.79285,1.34541,0.02592,0.04362,0.03477,0.00033,1e-05,60.19151,0.12903,312.0,133.0,49.0,63.0,0
102,5.1,1,0.51546,0.59528,0.43564,0.00574,-22.09313,13.03661,8.80618,-0.22303,0.76436,1.33032,0.01878,0.0412,0.02999,0.00039,2e-05,61.67254,0.12903,312.0,133.0,49.0,63.0,0
103,5.15,1,0.52117,0.60299,0.43936,0.00361,-22.11642,12.95175,9.06335,-0.21482,0.7591,1.33399,0.01464,0.03598,0.02531,0.0004,2e-05,61.97989,0.12903,312.0,133.0,49.0,63.0,0
104,5.2,1,0.52031,0.59999,0.44063,0.0095,-21.72814,12.83169,9.31808,-0.19958,0.72834,1.34139,0.01506,0.03593,0.0255,0.00036,2e-05,62.62808,0.12903,312.0,133.0,49.0,63.0,0
105,5.25,1,0.52445,0.60428,0.44463,0.01247,-21.3324,12.17869,9.74682,-0.18962,0.71736,1.35054,0.01563,0.02844,0.02203,0.00032,2e-05,63.55107,0.4314,276.0,133.0,90.0,117.0,1
106,5.3,1,0.41111,0.45039,0.37184,0.00793,-19.5872,10.14946,11.89831,-0.13294,0.69479,1.32564,0.03881,0.1192,0.079,0.00033,2e-05,65.10762,0.4314,276.0,133.0,90.0,117.0,0
107,5.35,1,0.29231,0.34475,0.23986,0.01651,-18.36192,9.32284,13.23828,-0.10632,0.65869,1.33175,0.124,0.29763,0.21081,0.00052,3e-05,66.5279,0.4314,276.0,133.0,90.0,117.0,0
108,5.4,1,0.31008,0.34534,0.27483,0.03974,-16.2119,6.67381,14.52454,-0.08494,0.59051,1.35917,0.13157,0.23774,0.18465,0.00093,7e-05,70.75039,0.4314,276.0,133.0,90.0,117.0,0
109,5.45,1,0.3492,0.38322,0.31519,0.05174,-13.65593,6.57976,14.7341,-0.0451,0.57487,1.3672,0.08291,0.10914,0.09602,0.00137,0.00013,73.46175,0.4314,276.0,133.0,90.0,117.0,0
110,5.5,1,0.3726,0.39445,0.35074,0.09078,-9.58791,5.66079,15.00187,0.00757,0.53366,1.37303,0.06112,0.06783,0.06447,0.00703,0.0013,75.74369,0.305,320.0,192.0,35.0,62.0,1
111,5.55,1,0.3804,0.3938,0.36701,0.14941,-7.16999,4.89277,15.36551,0.03541,0.51204,1.36698,0.04214,0.05367,0.0479,0.07351,0.0091,76.45789,0.305,320.0,192.0,35.0,62.0,0
112,5.6,1,0.38298,0.39814,0.36781,0.20209,-5.60487,3.941,15.24763,0.05128,0.49717,1.35242,0.04942,0.04564,0.04753,0.18579,0.01511,75.98231,0.305,320.0,192.0,35.0,62.0,0
113,5.65,1,0.38355,0.39897,0.36813,0.2126,-4.05441,4.04702,15.43184,0.07098,0.49584,1.34587,0.055,0.0458,0.0504,0.20103,0.01534,75.59437,0.305,320.0,192.0,35.0,62.0,0
114,5.7,1,0.37297,0.38391,0.36204,0.22927,-2.83727,3.11782,15.73346,0.08406,0.47803,1.33746,0.05558,0.04435,0.04997,0.20801,0.01582,75.38326,0.305,320.0,192.0,35.0,62.0,0
115,5.75,1,0.36663,0.37555,0.35771,0.21089,-1.35215,2.97151,15.9404,0.09832,0.47307,1.33204,0.06275,0.05458,0.05866,0.19105,0.01657,75.29639,0.70524,341.0,183.0,37.0,64.0,1
116,5.8,1,0.35876,0.36054,0.35697,0.21899,-0.33865,1.96507,15.67867,0.10722,0.45605,1.32399,0.06363,0.0523,0.05796,0.20042,0.02029,74.23054,0.70524,341.0,183.0,37.0,64.0,0
117,5.85,1,0.35429,0.35253,0.35605,0.21934,0.19549,1.92451,15.5464,0.1112,0.45374,1.32169,0.07879,0.06748,0.07313,0.19449,0.01847,74.18866,0.70524,341.0,183.0,37.0,64.0,0
118,5.9,1,0.34989,0.3416,0.35817,0.22091,1.16165,1.78852,15.51012,0.12428,0.44787,1.30579,0.06651,0.07041,0.06846,0.19898,0.01949,74.26499,0.70524,341.0,183.0,37.0,64.0,0
119,5.95,1,0.35486,0.34954,0.36018,0.20901,1.7405,1.97086,15.2376,0.12911,0.44938,1.31015,0.06349,0.05017,0.05683,0.1868,0.01942,74.58288,0.70524,341.0,183.0,37.0,64.0,0
120,6.0,1,0.3564,0.34832,0.36448,0.22332,1.83228,1.9435,14.92292,0.12168,0.44795,1.30693,0.05093,0.05741,0.05417,0.19395,0.0167,74.81975,0.77383,348.0,186.0,29.0,63.0,1
121,6.05,1,0.35407,0.34481,0.36333,0.22585,2.34616,2.13233,14.39868,0.12454,0.44776,1.30498,0.05435,0.05813,0.05624,0.19892,0.01784,74.91078,0.77383,348.0,186.0,29.0,63.0,0
122,6.1,1,0.35608,0.3441,0.36806,0.2273,2.4098,2.2506,14.33684,0.1212,0.44973,1.30591,0.05242,0.06217,0.0573,0.19723,0.01692,74.63495,0.77383,348.0,186.0,29.0,63.0,0
